chi2,chi2_reduced,spectro_compatible,Z,M,logD,fov,Xc,age,log_age,frot,frot_rel,fK,log_Teff,log_L,R,log_R,log_g,Mcc,Mcc_over_M,Pi0
nan,nan,False,0.014,7.0,1.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,1.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161640.6667642868,53880.22225476227,False,0.014,7.0,1.0,0.015,0.07743980165374914,44892946.139943585,7.652178107302646,0.18750751554168066,0.024557818809547476,7.635348928821902,4.2277852593115774,3.5644762730394324,7.068394574049442,0.8493207848286984,3.5839858946880723,0.9198529253990892,0.13140756077129848,11427.450277219657
147814.40972782273,49271.469909274245,False,0.014,7.0,1.0,0.02,0.11094128379011035,45933063.16715097,7.662125408453673,0.19342644778045545,0.025295373259806617,7.646712534888849,4.232004719727457,3.5804929690438403,7.061390051214416,0.8488902013561993,3.5848091808707108,1.0139785540844286,0.14485407915491838,12128.82067923864
135725.2865957487,45241.7621985829,False,0.014,7.0,1.0,0.025,0.13758208848128411,47001503.528834075,7.6721117507832055,0.19843840251299166,0.025917076258448815,7.656666227862099,4.236402842480349,3.5973322245210184,7.055268836565737,0.8485135669227666,3.585521728877308,1.0955505979160167,0.1565072282737167,12656.080833373338
125559.37391988745,41853.12463996249,False,0.014,7.0,1.0,0.03,0.15986125698718512,48048813.71113212,7.681682669734655,0.2050865359771299,0.026736838027287047,7.670560586402287,4.240764368239735,3.613728483085851,7.046746377905678,0.8479886409228119,3.586529310051804,1.177033104367954,0.16814758633827914,13104.504385022448
119609.33502352533,39869.77834117511,False,0.014,7.0,1.0,0.035,0.1786665973556695,49041116.68577946,7.690560350681454,0.2144249136442996,0.0278772412666703,7.691755134345502,4.24500670414638,3.629100102957027,7.03379560352551,0.8471897439139994,3.5880845844488083,1.2477114317900149,0.1782444902557164,13486.199851099493
nan,nan,False,0.014,7.0,2.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,2.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161638.0705667732,53879.35685559107,False,0.014,7.0,2.0,0.015,0.07726822795543861,44896201.47270769,7.6522095982588345,0.18740070809632123,0.02454445512125686,7.635154545925195,4.2277839037688,3.564485589138694,7.068514542735008,0.8493281558512767,3.5839710497246586,0.917265916243257,0.131037988034751,11403.671803075618
147881.9489172048,49293.9829724016,False,0.014,7.0,2.0,0.02,0.11079049467280908,45937003.44942987,7.662162661999141,0.19337832180466993,0.025289384199817615,7.646620426845528,4.231994681033161,3.5804597893518917,7.061446756833255,0.8488936888902818,3.5848020725524345,1.0125460422462602,0.1446494346066086,12108.357150138525
135882.1946684168,45294.06488947227,False,0.014,7.0,2.0,0.025,0.13751634262333332,47002621.7435151,7.672122082977972,0.19849496521513318,0.02592392266784281,7.656826004243378,4.236403852604599,3.597324183618656,7.055170687172106,0.8485075251917511,3.58553377529587,1.0952111380502352,0.15645873400717644,12640.293300505577
125743.98241846428,41914.66080615476,False,0.014,7.0,2.0,0.03,0.15984636532953073,48049560.16777826,7.681689416612658,0.20518603629840654,0.02674906337254642,7.670774615196312,4.240770144835099,3.613735433928275,7.046615299127811,0.8479805623974425,3.5865454786238393,1.1773347365181857,0.1681906766454551,13093.987938190588
121250.77378122573,40416.92459374191,False,0.014,7.0,2.0,0.035,0.17888995766042579,49032016.00657131,7.690479750120128,0.2151727114725217,0.027965205102226925,7.694301210592125,4.2450660588134514,3.6291459523283063,7.032243843139441,0.8470939214931686,3.5882770161285706,1.2492135154382562,0.1784590736340366,13481.116226821248
nan,nan,False,0.014,7.0,3.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,3.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161339.7122999074,53779.904099969135,False,0.014,7.0,3.0,0.015,0.07625375332442887,44938729.356247045,7.652620788568828,0.18640199504914232,0.02441963481066846,7.633283482507566,4.227819717165748,3.564770763964355,7.069669580734722,0.8493991163970441,3.5838279995401163,0.9173143437022615,0.13104490624318021,11335.428063446017
148238.13474242366,49412.71158080789,False,0.014,7.0,3.0,0.02,0.11022340970753225,45964862.106770575,7.662425961584056,0.1930152471023836,0.025244183612770078,7.645929456983686,4.232037819680401,3.5806846728296913,7.06187218349808,0.8489198527762387,3.584749132467215,1.0094402722085247,0.1442057531726464,12045.657762288914
137201.79692112826,45733.932307042756,False,0.014,7.0,3.0,0.025,0.13705759730507025,47024779.307254985,7.67232676603281,0.19883521865324555,0.025965898774416678,7.657551944597087,4.236451315827792,3.597459140415284,7.054724790618667,0.8484800763119167,3.5855880703412693,1.0953242574894004,0.1564748939270572,12585.014174528682
128137.4731871811,42712.491062393696,False,0.014,7.0,3.0,0.03,0.15965340835620634,48063219.85609951,7.68181286174245,0.20654561179851275,0.02691603462558603,7.673701370638496,4.240852486613856,3.613843879920527,7.0448234623174315,0.847870114506835,3.586766344869933,1.176439605271339,0.16806280075304844,13042.923093415167
123172.27237558572,41057.42412519524,False,0.014,7.0,3.0,0.035,0.1784026474687292,49059460.51656077,7.690722768167779,0.2160514965424012,0.028075756048997747,7.695304666608037,4.245077122778873,3.629114691872734,7.031632500590111,0.8470561648051255,3.5883512756157336,1.2462071172709173,0.17802958818155962,13425.18845822628
nan,nan,False,0.014,7.0,4.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,4.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156143.39081798363,52047.796939327876,False,0.014,7.0,4.0,0.015,0.08308876447133404,45657804.82866984,7.659515027309427,0.18175716246346021,0.023842731565782788,7.623168593832755,4.229952358214669,3.5740691660192763,7.075921846703187,0.8497830274975796,3.583037276823435,0.9376708896573066,0.13395298423675808,11405.754308879608
149782.73603907245,49927.578679690814,False,0.014,7.0,4.0,0.02,0.11506485361084515,46636103.079128735,7.6687222535447415,0.19263438746668504,0.025197344874111044,7.645027221285002,4.234201776390273,3.5894088373173325,7.062427781944233,0.8489540198981539,3.584658049307045,1.0283478552474647,0.14690683646392352,12060.147647932006
143842.57363638774,47947.52454546258,False,0.014,7.0,4.0,0.025,0.14088763681392605,47645783.8205912,7.678024475919465,0.20269721752311265,0.026441361948694703,7.665914407753075,4.2385773972315075,3.6053314629155384,7.049593364751632,0.8481640667023593,3.5861978085667507,1.110818194952417,0.158688313564631,12571.90439723032
137428.69887005183,45809.566290017276,False,0.014,7.0,4.0,0.03,0.1631362628325652,48618110.895738855,7.686798079898197,0.2119729681916088,0.027581208086103762,7.685412746601449,4.242984114764135,3.6214874230811573,7.037664831882298,0.8474285797583156,3.587628425668982,1.1919224072945442,0.1702746296135063,13019.920648130537
133071.20148519837,44357.06716173279,False,0.014,7.0,4.0,0.035,0.1804787347760434,49596732.129770674,7.695453062281278,0.21943924163919346,0.0284920000162392,7.701784413664279,4.246900792168232,3.635921854701184,7.027687995534188,0.8468124721138539,3.5888170837517324,1.2634311640103264,0.18049016628718947,13388.421620147497
240735.70459490558,80245.23486496853,False,0.014,7.0,5.0,0.005,0.09355926670016979,49651445.274185695,7.69593189463338,0.22517553399240745,0.0290519687330303,7.75078398512789,4.243625605070843,3.619148639076931,6.998037872268623,0.8449762884859522,3.5925182560183995,0.992817412742459,0.14183105896320844,11552.406544023012
141996.38641819567,47332.12880606522,False,0.014,7.0,5.0,0.01,0.11459731039416789,50771926.44610864,7.7056236422118145,0.1779491161596873,0.023374049002224284,7.613106147880224,4.245568907437188,3.6373002199372304,7.082155430756958,0.850165453907453,3.5820888921751526,1.0732304748080477,0.15331863925829253,12085.708022182478
