chi2,chi2_reduced,spectro_compatible,Z,M,logD,fov,Xc,age,log_age,frot,frot_rel,fK,log_Teff,log_L,R,log_R,log_g,Mcc,Mcc_over_M,Pi0
nan,nan,False,0.014,7.0,1.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,1.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453702.736561667,242283.78942694448,False,0.014,7.0,1.0,0.015,0.15836361535384658,42197487.21026197,7.625286590222124,0.3977910499791234,0.042418436413890016,9.37778672692579,4.249117898977977,3.5320712076367844,6.163203052803917,0.7898064762264719,3.703077312728161,1.041740678783644,0.14882009696909201,12294.510819420224
1380982.4136526482,230163.7356087747,False,0.014,7.0,1.0,0.02,0.19246722084560955,42922287.06435627,7.632682854788948,0.37080533052467585,0.038636543643442905,9.597269723364763,4.255545981055236,3.5430956872993495,6.0688757155744,0.7831082436705779,3.7164493360095165,1.1343819489988256,0.16205456414268937,12802.183767411761
1292510.6925318642,215418.4487553107,False,0.014,7.0,1.0,0.025,0.21582820115599832,43850400.23532204,7.641973561651856,0.39974869512416705,0.041359304251872106,9.665266434119783,4.259905847166039,3.556445389190069,6.040378555648784,0.7810641570776822,3.720507734515791,1.21179688502613,0.17311384071801858,13195.961833861
1053973.8676467568,175662.31127445947,False,0.014,7.0,1.0,0.03,0.2345101116515192,44818759.269175656,7.65145982966426,0.4105941559078337,0.04236119451049504,9.692695417408697,4.263689626831994,3.5699406118696393,6.02897755201669,0.7802436668387428,3.722116649459623,1.2828246280653948,0.18326066115219924,13529.67093027459
773767.7531038318,128961.29218397196,False,0.014,7.0,1.0,0.035,0.24993196570703066,45762235.73027493,7.660507233914395,0.41676432287987925,0.04292513524830541,9.709097489595731,4.267161560481968,3.582848263924052,6.022185599848055,0.7797541360568041,3.723063061283518,1.3468989211305102,0.1924141315900729,13817.570457911388
nan,nan,False,0.014,7.0,2.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,2.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1418270.0124749595,236378.33541249324,False,0.014,7.0,2.0,0.015,0.15680704583038885,42250983.60544411,7.625836823805105,0.3976151852725778,0.04255027205758238,9.344597955437125,4.248725882938246,3.532665777072131,6.177787468184749,0.7908329633726385,3.7010231488185794,1.0382506020041946,0.1483215145720278,12258.961090726118
1381110.5015218477,230185.08358697462,False,0.014,7.0,2.0,0.02,0.19251505188326834,42920143.171975516,7.632661162005359,0.372094792096612,0.038757611104169414,9.60056054787606,4.255574079163852,3.5430093476586237,6.06748880030047,0.7830089833604299,3.716647894454144,1.1335903799840354,0.1619414828548622,12783.429568899606
1290656.6155494682,215109.43592491138,False,0.014,7.0,2.0,0.025,0.21577053919851308,43851760.562095165,7.641987034122906,0.3998730831594668,0.04137262778271318,9.665160387190747,4.25990353982433,3.5564425400268402,6.040422739252504,0.7810673338032681,3.7205013357054897,1.2118996192774538,0.17312851703963625,13178.70258988297
1050386.7436561878,175064.4572760313,False,0.014,7.0,2.0,0.03,0.23447819458558478,44820117.34325082,7.651472989224023,0.41059416544957006,0.042361758543921366,9.692566587476753,4.263689457905309,3.5699476322682226,6.02903097515906,0.780247515131914,3.722108923667955,1.282724905595193,0.18324641508502756,13516.011552652231
761294.7209152506,126882.4534858751,False,0.014,7.0,2.0,0.035,0.25003580398901243,45758472.80243981,7.660471521367548,0.41688074075834125,0.042936678012426926,9.709198756310066,4.267183023867165,3.5829280474041867,6.022143725605957,0.779751116253578,3.7230696198221698,1.3506934034128748,0.19295620048755355,13812.95382072183
nan,nan,False,0.014,7.0,3.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,False,0.014,7.0,3.0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1561976.9779830752,260329.49633051254,False,0.014,7.0,3.0,0.015,0.16253876000180142,42068222.418802984,7.623954161410508,0.39928741315460603,0.04210204442827728,9.483801049965876,4.250432777576148,3.5302711534402835,6.117186960347809,0.7865517540970465,3.7095894700952705,1.0458081029463082,0.14940115756375832,12239.077539036514
1356247.2934970667,226041.21558284445,False,0.014,7.0,3.0,0.02,0.19304745402790743,42909463.70636103,7.632553086641188,0.38146916329882996,0.039643583718746205,9.622469199686536,4.2558429953877175,3.5427638944811846,6.058275573007237,0.7823490242154607,3.717968196391921,1.1366769430288073,0.16238242043268675,12730.82646180255
1271848.051727459,211974.67528790983,False,0.014,7.0,3.0,0.025,0.21533407851638908,43876420.72900502,7.642231192260832,0.4000912041137233,0.04140375216704515,9.663162954399368,4.259911301600749,3.556593363622786,6.041255104589162,0.7811271751064186,3.720381023293427,1.2134288605020678,0.17334698007172397,13117.46302147177
1016346.2726316876,169391.0454386146,False,0.014,7.0,3.0,0.03,0.2342009742961348,44839387.04217602,7.651659667124985,0.4108060864333877,0.04238916232969046,9.691299942146971,4.263710051185966,3.570105639972101,6.029556290141397,0.7802853539588371,3.722033058154665,1.2819945552441492,0.18314207932059273,13461.40421801153
759020.8550899597,126503.47584832662,False,0.014,7.0,3.0,0.035,0.24955426434208453,45788345.12395778,7.660754947600184,0.41658803183083654,0.0429158683189756,9.707086169957297,4.267160207916163,3.582962846776727,6.023017440402537,0.7798141207265522,3.722942371257951,1.345086229339438,0.19215517561991974,13750.968935598019
nan,nan,False,0.014,7.0,4.0,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
789675.6499140062,131612.60831900104,False,0.014,7.0,4.0,0.01,0.07829616208043719,43738374.22356665,7.640862636066592,0.40088202806083956,0.04875828701183183,8.22182346077007,4.234081710348319,3.5468086771282965,6.728133689553073,0.8278946124061377,3.626871277412521,0.8903059476745157,0.12718656395350222,11053.360816811788
898430.4188224913,149738.40313708188,False,0.014,7.0,4.0,0.015,0.13945742983694068,43839398.32697261,7.641864585050473,0.3813171625411289,0.04338601851125771,8.788941129552729,4.244814208305228,3.551115373235204,6.4355006770034695,0.8085823403315044,3.665484131752876,1.023586886977963,0.14622669813970898,11994.170658007706
1297338.0930229325,216223.0155038221,False,0.014,7.0,4.0,0.02,0.1974752526736294,43574699.94098227,7.639234405204307,0.38499836839032797,0.04007744400505057,9.606360334302018,4.2575679612993245,3.550634597522947,6.06504641283464,0.7828341286586261,3.716979156314575,1.1550326831754392,0.16500466902506275,12690.080143321384
1220134.391097832,203355.73184963866,False,0.014,7.0,4.0,0.025,0.2183359861718856,44519543.729186796,7.648550704698793,0.39636652143569256,0.04111586224397516,9.640233715243888,4.2614199911323105,3.5640042604682014,6.050830704317065,0.7818150020136603,3.718986312653667,1.22734477421957,0.17533496774565285,13062.108884525298
1045957.1421585875,174326.1903597646,False,0.014,7.0,4.0,0.03,0.2367328799224597,45429992.36657533,7.657342663841822,0.40563524691164476,0.041962271385828295,9.666665638329528,4.265183718495483,3.5774742824725143,6.039795664068996,0.781022245993911,3.7205413663429203,1.2986545881908926,0.18552208402727038,13401.379986874852
880249.0479867546,146708.1746644591,False,0.014,7.0,4.0,0.035,0.25102381742259444,46352905.20163767,7.6660769590522495,0.4118974118163484,0.042529396705815084,9.68500481362411,4.268459697237738,3.589481043529278,6.032168763188912,0.7804734833750495,3.7216052652738036,1.3584906136960848,0.19407008767086925,13676.197860771248
912745.0934944054,152124.18224906755,False,0.014,7.0,5.0,0.005,0.14112696748876682,48076648.756553374,7.681934187005054,0.388216675964409,0.044785140782305485,8.668425937332156,4.254378388051822,3.5973673287907615,6.4950108666465844,0.8125798820173147,3.657362229279361,1.0692894599882854,0.15275563714118362,12002.310143973671
1059733.6262380374,176622.2710396729,False,0.014,7.0,5.0,0.01,0.18174165961922542,48298844.25657395,7.6839367386397575,0.38279099391074334,0.042154468371297285,9.080674213208281,4.262348586664674,3.6023440633030743,6.2969171725338136,0.79912798078053,3.684250118129919,1.1767113194226417,0.16810161706037738,12573.852040953687
