chi2,chi2_reduced,spectro_compatible,Z,M,logD,fov,Xc,age,log_age,frot,frot_rel,fK,log_Teff,log_L,R,log_R,log_g,Mcc,Mcc_over_M,Pi0
226655.41577507698,226655.41577507698,False,0.014,7.0,1.0,0.005,0.110153744148638,39534139.5490898,7.59697229092285,0.6180801058463196,0.06364329986382194,9.711628830824774,4.245372947619955,3.495542789073284,6.021139097126062,0.7796786601612291,3.7234029256606034,0.887533025949057,0.12679043227843673,11309.201819760705
125848.33900632263,125848.33900632263,False,0.014,7.0,1.0,0.01,0.1240630826656512,41286413.47743057,7.615807157647933,0.3560298109705797,0.03839467949438392,9.272894465043185,4.244260998796913,3.5178641538266078,6.20959343027207,0.7930631659141539,3.6965915222769445,0.9468644422084808,0.13526634888692582,11712.092448953103
118513.85360285622,118513.85360285622,False,0.014,7.0,1.0,0.015,0.15455809491202574,42361435.3493609,7.626970667057404,0.3565563917340625,0.03845555673384358,9.271908197866967,4.248216943715097,3.53374965000958,6.210033771819666,0.7930939619922072,3.696498715301851,1.0348061044805965,0.14782944349722807,12259.043826790636
112141.50294163011,112141.50294163011,False,0.014,7.0,1.0,0.02,0.17956524137018864,43440831.17093154,7.63789812619165,0.3567984605709469,0.038489369134614704,9.270052188256491,4.2520579440907165,3.549229555920847,6.210862641499627,0.7931519245605726,3.696349545063881,1.1161653246159537,0.15945218923085053,12715.063502053132
94842.06156761506,94842.06156761506,False,0.014,7.0,1.0,0.025,0.19953284466801166,44561166.63124866,7.6489565523380545,0.3446470582861152,0.037349430086295404,9.227639015904991,4.255392828678571,3.565224355204747,6.229879496030248,0.7944796462233341,3.693658224714408,1.1904955939823794,0.1700707991403399,13107.930599150666
56045.689373393565,56045.689373393565,False,0.014,7.0,1.0,0.03,0.21338590181510433,45798392.466881,7.660850234444581,0.33771217414358284,0.03711278490449487,9.09961823163212,4.257718631219188,3.5826173999846724,6.288174656056055,0.7985245958665864,3.685526952628061,1.251546663832983,0.17879238054756902,13429.321652458433
73107.67546061955,73107.67546061955,False,0.014,7.0,1.0,0.035,0.23248240033413217,46624446.53974359,7.668613689510321,0.34088563293531393,0.03706334096414905,9.197380054459977,4.262216101950087,3.5944195637775618,6.24353602781796,0.7954306221217657,3.6916837511049327,1.3217386043815098,0.18881980062592998,13750.40730404988
226403.70153901508,226403.70153901508,False,0.014,7.0,2.0,0.005,0.10960569572765708,39539538.26813102,7.597031593435578,0.618071714741555,0.0636432934486265,9.71149796388945,4.245336662266166,3.4954054506980743,6.021193188764244,0.7796825616812041,3.7233948854611207,0.8869043782173655,0.12670062545962363,11268.71362215651
125951.19304442464,125951.19304442464,False,0.014,7.0,2.0,0.01,0.12403753892372543,41287453.50784474,7.615818097658045,0.3563846554980518,0.0384312131040842,9.273312672510402,4.244268553311689,3.517868274120453,6.209406735545517,0.7930501084234597,3.6966176408583404,0.9480801497474975,0.13544002139249964,11689.310917253277
118481.828647015,118481.828647015,False,0.014,7.0,2.0,0.015,0.15446881791162864,42364091.184339695,7.62699789414052,0.3563001756944662,0.03842946453862923,9.271536306115166,4.248212598850138,3.533755487070665,6.21019983167016,0.7931055751194706,3.6964754204474537,1.0339582479071314,0.1477083211295902,12234.525021286285
112269.66572152138,112269.66572152138,False,0.014,7.0,2.0,0.02,0.17946834022672495,43443750.02504986,7.637927306104129,0.35669853333558543,0.038478377498657276,9.270103276782724,4.252051046656346,3.549198741356763,6.210839822328437,0.7931503289274203,3.6963526498872836,1.1145491245651273,0.1592213035093039,12691.474371623885
95208.3976669699,95208.3976669699,False,0.014,7.0,2.0,0.025,0.19949684074777613,44561288.339855075,7.648957738512205,0.343894174078616,0.0372650952997831,9.228318653477793,4.255398332650654,3.565203724065521,6.22957361783718,0.7944583224605338,3.693700855624733,1.1902367204922264,0.1700338172131752,13090.61946106188
55449.010982553504,55449.010982553504,False,0.014,7.0,2.0,0.03,0.213253101257288,45804149.01164235,7.660904818860857,0.3377111284374053,0.037124138005459315,9.096807268299212,4.257689949960515,3.5826816612315056,6.289469976320369,0.7986140482977084,3.685347888201971,1.2516831627837006,0.1788118803976715,13415.10101590881
73599.45075655033,73599.45075655033,False,0.014,7.0,2.0,0.035,0.23265533604649627,46616845.90379569,7.668542885810117,0.3409459626426148,0.037061748120412685,9.199403156453656,4.262257969048279,3.5944596966878004,6.242620622547386,0.7953669427255255,3.691811778587749,1.323428078483061,0.18906115406900872,13744.82105076899
241376.7325045447,241376.7325045447,False,0.014,7.0,3.0,0.005,0.10933435870649119,39599384.998329654,7.597688441129911,0.6179129217398482,0.0636431766787469,9.70902073067316,4.245420029589008,3.4958866467299416,6.0222173404929595,0.779756425051452,3.7232458407056725,0.888602045534599,0.12694314936208556,11205.115824441984
125963.7027078741,125963.7027078741,False,0.014,7.0,3.0,0.01,0.12371310491531995,41325864.51302551,7.6162219475262285,0.35602064119210913,0.038396576913302324,9.272197414784841,4.244350598381839,3.51826608684454,6.209904636219682,0.7930849308880825,3.696547110417996,0.9456494940814775,0.13509278486878248,11619.800461771401
118749.1876239115,118749.1876239115,False,0.014,7.0,3.0,0.015,0.15386350119820932,42398903.406097,7.627354624261609,0.35591247624918454,0.03839058396075376,9.270827362590516,4.248237507388843,3.533899370390641,6.210516425121477,0.7931277147104734,3.6964302513977403,1.0349999967839416,0.14785714239770595,12166.93919040513
