Zini,Mini,logD,aov,fov
0.014,19.05,3.0,0.000,0.030
0.014,19.05,3.0,0.000,0.035
0.014,19.05,4.0,0.000,0.005
0.014,19.05,4.0,0.000,0.010
0.014,19.05,4.0,0.000,0.015
0.014,19.05,4.0,0.000,0.020
0.014,19.05,4.0,0.000,0.025
0.014,19.05,4.0,0.000,0.030
0.014,19.05,4.0,0.000,0.035
0.014,19.05,5.0,0.000,0.005
0.014,19.05,5.0,0.000,0.010
0.014,19.05,5.0,0.000,0.015
0.014,19.05,5.0,0.000,0.020
0.014,19.05,5.0,0.000,0.025
0.014,19.05,5.0,0.000,0.030
0.014,19.05,5.0,0.000,0.035
0.014,19.05,6.0,0.000,0.005
0.014,19.05,6.0,0.000,0.010
0.014,19.05,6.0,0.000,0.015
0.014,19.05,6.0,0.000,0.020
0.014,19.05,6.0,0.000,0.025
0.014,19.05,6.0,0.000,0.030
0.014,19.05,6.0,0.000,0.035
0.014,19.72,2.0,0.000,0.005
0.014,19.72,2.0,0.000,0.010
0.014,19.72,2.0,0.000,0.015
0.014,19.72,2.0,0.000,0.020
0.014,19.72,2.0,0.000,0.025
0.014,19.72,2.0,0.000,0.030
0.014,19.72,2.0,0.000,0.035
0.014,19.72,3.0,0.000,0.005
0.014,19.72,3.0,0.000,0.010
0.014,19.72,3.0,0.000,0.015
0.014,19.72,3.0,0.000,0.020
0.014,19.72,3.0,0.000,0.025
0.014,19.72,3.0,0.000,0.030
0.014,19.72,3.0,0.000,0.035
0.014,19.72,4.0,0.000,0.005
0.014,19.72,4.0,0.000,0.010
0.014,19.72,4.0,0.000,0.015
0.014,19.72,4.0,0.000,0.020
0.014,19.72,4.0,0.000,0.025
0.014,19.72,4.0,0.000,0.030
0.014,19.72,4.0,0.000,0.035
0.014,19.72,5.0,0.000,0.005
0.014,19.72,5.0,0.000,0.010
0.014,19.72,5.0,0.000,0.015
0.014,19.72,5.0,0.000,0.020
0.014,19.72,5.0,0.000,0.025
0.014,19.72,5.0,0.000,0.030
0.014,19.72,5.0,0.000,0.035
0.014,19.72,6.0,0.000,0.005
0.014,19.72,6.0,0.000,0.010
0.014,19.72,6.0,0.000,0.015
0.014,19.72,6.0,0.000,0.020
0.014,19.72,6.0,0.000,0.025
0.014,19.72,6.0,0.000,0.030
0.014,19.72,6.0,0.000,0.035
0.014,20.42,2.0,0.000,0.005
0.014,20.42,2.0,0.000,0.010
0.014,20.42,2.0,0.000,0.015
0.014,20.42,2.0,0.000,0.020
0.014,20.42,2.0,0.000,0.025
0.014,20.42,2.0,0.000,0.030
0.014,20.42,2.0,0.000,0.035
0.014,20.42,3.0,0.000,0.005
0.014,20.42,3.0,0.000,0.010
0.014,20.42,3.0,0.000,0.015
0.014,20.42,3.0,0.000,0.020
0.014,20.42,3.0,0.000,0.025
0.014,20.42,3.0,0.000,0.030
0.014,20.42,3.0,0.000,0.035
0.014,20.42,4.0,0.000,0.005
0.014,20.42,4.0,0.000,0.010
0.014,20.42,4.0,0.000,0.015
0.014,20.42,4.0,0.000,0.020
0.014,20.42,4.0,0.000,0.025
0.014,20.42,4.0,0.000,0.030
0.014,20.42,4.0,0.000,0.035
0.014,20.42,5.0,0.000,0.005
0.014,20.42,5.0,0.000,0.010
0.014,20.42,5.0,0.000,0.015
0.014,20.42,5.0,0.000,0.020
0.014,20.42,5.0,0.000,0.025
0.014,20.42,5.0,0.000,0.030
0.014,20.42,5.0,0.000,0.035
0.014,20.42,6.0,0.000,0.005
0.014,20.42,6.0,0.000,0.010
0.014,20.42,6.0,0.000,0.015
0.014,20.42,6.0,0.000,0.020
0.014,20.42,6.0,0.000,0.025
0.014,20.42,6.0,0.000,0.030
0.014,20.42,6.0,0.000,0.035
0.014,21.13,2.0,0.000,0.005
0.014,21.13,2.0,0.000,0.010
0.014,21.13,2.0,0.000,0.015
0.014,21.13,2.0,0.000,0.020
0.014,21.13,2.0,0.000,0.025
0.014,21.13,2.0,0.000,0.030
0.014,21.13,2.0,0.000,0.035
0.014,21.13,3.0,0.000,0.005
0.014,21.13,3.0,0.000,0.010
0.014,21.13,3.0,0.000,0.015
0.014,21.13,3.0,0.000,0.020
0.014,21.13,3.0,0.000,0.025
0.014,21.13,3.0,0.000,0.030
0.014,21.13,3.0,0.000,0.035
0.014,21.13,4.0,0.000,0.005
0.014,21.13,4.0,0.000,0.010
0.014,21.13,4.0,0.000,0.015
0.014,21.13,4.0,0.000,0.020
0.014,21.13,4.0,0.000,0.025
0.014,21.13,4.0,0.000,0.030
0.014,21.13,4.0,0.000,0.035
0.014,21.13,5.0,0.000,0.005
0.014,21.13,5.0,0.000,0.010
0.014,21.13,5.0,0.000,0.015
0.014,21.13,5.0,0.000,0.020
0.014,21.13,5.0,0.000,0.025
0.014,21.13,5.0,0.000,0.030
0.014,21.13,5.0,0.000,0.035
0.014,21.13,6.0,0.000,0.005
0.014,21.13,6.0,0.000,0.010
0.014,21.13,6.0,0.000,0.015
0.014,21.13,6.0,0.000,0.020
0.014,21.13,6.0,0.000,0.025
0.014,21.13,6.0,0.000,0.030
0.014,21.13,6.0,0.000,0.035
0.014,21.88,2.0,0.000,0.005
0.014,21.88,2.0,0.000,0.010
0.014,21.88,2.0,0.000,0.015
0.014,21.88,2.0,0.000,0.020
0.014,21.88,2.0,0.000,0.025
0.014,21.88,2.0,0.000,0.030
0.014,21.88,2.0,0.000,0.035
0.014,21.88,3.0,0.000,0.005
0.014,21.88,3.0,0.000,0.010
0.014,21.88,3.0,0.000,0.015
0.014,21.88,3.0,0.000,0.020
0.014,21.88,3.0,0.000,0.025
0.014,21.88,3.0,0.000,0.030
0.014,21.88,3.0,0.000,0.035
0.014,21.88,4.0,0.000,0.005
0.014,21.88,4.0,0.000,0.010
0.014,21.88,4.0,0.000,0.015
0.014,21.88,4.0,0.000,0.020
0.014,21.88,4.0,0.000,0.025
0.014,21.88,4.0,0.000,0.030
0.014,21.88,4.0,0.000,0.035
0.014,21.88,5.0,0.000,0.005
0.014,21.88,5.0,0.000,0.010
0.014,21.88,5.0,0.000,0.015
0.014,21.88,5.0,0.000,0.020
0.014,21.88,5.0,0.000,0.025
0.014,21.88,5.0,0.000,0.030
0.014,21.88,5.0,0.000,0.035
0.014,21.88,6.0,0.000,0.005
0.014,21.88,6.0,0.000,0.010
0.014,21.88,6.0,0.000,0.015
0.014,21.88,6.0,0.000,0.020
0.014,21.88,6.0,0.000,0.025
0.014,21.88,6.0,0.000,0.030
0.014,21.88,6.0,0.000,0.035
0.014,22.65,2.0,0.000,0.005
0.014,22.65,2.0,0.000,0.010
0.014,22.65,2.0,0.000,0.015
0.014,22.65,2.0,0.000,0.020
0.014,22.65,2.0,0.000,0.025
0.014,22.65,2.0,0.000,0.030
0.014,22.65,2.0,0.000,0.035
0.014,22.65,3.0,0.000,0.005
0.014,22.65,3.0,0.000,0.010
0.014,22.65,3.0,0.000,0.015
0.014,22.65,3.0,0.000,0.020
0.014,22.65,3.0,0.000,0.025
0.014,22.65,3.0,0.000,0.030
0.014,22.65,3.0,0.000,0.035
0.014,22.65,4.0,0.000,0.005
0.014,22.65,4.0,0.000,0.010
0.014,22.65,4.0,0.000,0.015
0.014,22.65,4.0,0.000,0.020
0.014,22.65,4.0,0.000,0.025
0.014,22.65,4.0,0.000,0.030
0.014,22.65,4.0,0.000,0.035
0.014,22.65,5.0,0.000,0.005
0.014,22.65,5.0,0.000,0.010
0.014,22.65,5.0,0.000,0.015
0.014,22.65,5.0,0.000,0.020
0.014,22.65,5.0,0.000,0.025
0.014,22.65,5.0,0.000,0.030
0.014,22.65,5.0,0.000,0.035
0.014,22.65,6.0,0.000,0.005
0.014,22.65,6.0,0.000,0.010
0.014,22.65,6.0,0.000,0.015
0.014,22.65,6.0,0.000,0.020
0.014,22.65,6.0,0.000,0.025
0.014,22.65,6.0,0.000,0.030
0.014,22.65,6.0,0.000,0.035
0.014,23.44,2.0,0.000,0.005
0.014,23.44,2.0,0.000,0.010
0.014,23.44,2.0,0.000,0.015
0.014,23.44,2.0,0.000,0.020
0.014,23.44,2.0,0.000,0.025
0.014,23.44,2.0,0.000,0.030
0.014,23.44,2.0,0.000,0.035
0.014,23.44,3.0,0.000,0.005
0.014,23.44,3.0,0.000,0.010
0.014,23.44,3.0,0.000,0.015
0.014,23.44,3.0,0.000,0.020
0.014,23.44,3.0,0.000,0.025
0.014,23.44,3.0,0.000,0.030
0.014,23.44,3.0,0.000,0.035
0.014,23.44,4.0,0.000,0.005
0.014,23.44,4.0,0.000,0.010
0.014,23.44,4.0,0.000,0.015
0.014,23.44,4.0,0.000,0.020
0.014,23.44,4.0,0.000,0.025
0.014,23.44,4.0,0.000,0.030
0.014,23.44,4.0,0.000,0.035
0.014,23.44,5.0,0.000,0.005
0.014,23.44,5.0,0.000,0.010
0.014,23.44,5.0,0.000,0.015
0.014,23.44,5.0,0.000,0.020
0.014,23.44,5.0,0.000,0.025
0.014,23.44,5.0,0.000,0.030
0.014,23.44,5.0,0.000,0.035
0.014,23.44,6.0,0.000,0.005
0.014,23.44,6.0,0.000,0.010
0.014,23.44,6.0,0.000,0.015
0.014,23.44,6.0,0.000,0.020
0.014,23.44,6.0,0.000,0.025
0.014,23.44,6.0,0.000,0.030
0.014,23.44,6.0,0.000,0.035
0.014,24.27,2.0,0.000,0.005
0.014,24.27,2.0,0.000,0.010
0.014,24.27,2.0,0.000,0.015
0.014,24.27,2.0,0.000,0.020
0.014,24.27,2.0,0.000,0.025
0.014,24.27,2.0,0.000,0.030
0.014,24.27,2.0,0.000,0.035
0.014,24.27,3.0,0.000,0.005
0.014,24.27,3.0,0.000,0.010
0.014,24.27,3.0,0.000,0.015
0.014,24.27,3.0,0.000,0.020
0.014,24.27,3.0,0.000,0.025
0.014,24.27,3.0,0.000,0.030
0.014,24.27,3.0,0.000,0.035
0.014,24.27,4.0,0.000,0.005
0.014,24.27,4.0,0.000,0.010
0.014,24.27,4.0,0.000,0.015
0.014,24.27,4.0,0.000,0.020
0.014,24.27,4.0,0.000,0.025
0.014,24.27,4.0,0.000,0.030
0.014,24.27,4.0,0.000,0.035
0.014,24.27,5.0,0.000,0.005
0.014,24.27,5.0,0.000,0.010
0.014,24.27,5.0,0.000,0.015
0.014,24.27,5.0,0.000,0.020
0.014,24.27,5.0,0.000,0.025
0.014,24.27,5.0,0.000,0.030
0.014,24.27,5.0,0.000,0.035
0.014,24.27,6.0,0.000,0.005
0.014,24.27,6.0,0.000,0.010
0.014,24.27,6.0,0.000,0.015
0.014,24.27,6.0,0.000,0.020
0.014,24.27,6.0,0.000,0.025
0.014,24.27,6.0,0.000,0.030
0.014,24.27,6.0,0.000,0.035
0.014,25.12,2.0,0.000,0.005
0.014,25.12,2.0,0.000,0.010
0.014,25.12,2.0,0.000,0.015
0.014,25.12,2.0,0.000,0.020
0.014,25.12,2.0,0.000,0.025
0.014,25.12,2.0,0.000,0.030
0.014,25.12,2.0,0.000,0.035
0.014,25.12,3.0,0.000,0.005
0.014,25.12,3.0,0.000,0.010
0.014,25.12,3.0,0.000,0.015
0.014,25.12,3.0,0.000,0.020
0.014,25.12,3.0,0.000,0.025
0.014,25.12,3.0,0.000,0.030
0.014,25.12,3.0,0.000,0.035
0.014,25.12,4.0,0.000,0.005
0.014,25.12,4.0,0.000,0.010
0.014,25.12,4.0,0.000,0.015
0.014,25.12,4.0,0.000,0.020
0.014,25.12,4.0,0.000,0.025
0.014,25.12,4.0,0.000,0.030
0.014,25.12,4.0,0.000,0.035
0.014,25.12,5.0,0.000,0.005
0.014,25.12,5.0,0.000,0.010
0.014,25.12,5.0,0.000,0.015
0.014,25.12,5.0,0.000,0.020
0.014,25.12,5.0,0.000,0.025
0.014,25.12,5.0,0.000,0.030
0.014,25.12,5.0,0.000,0.035
0.014,25.12,6.0,0.000,0.005
0.014,25.12,6.0,0.000,0.010
0.014,25.12,6.0,0.000,0.015
0.014,25.12,6.0,0.000,0.020
0.014,25.12,6.0,0.000,0.025
0.014,25.12,6.0,0.000,0.030
0.014,25.12,6.0,0.000,0.035
0.014,26.00,2.0,0.000,0.005
0.014,26.00,2.0,0.000,0.010
0.014,26.00,2.0,0.000,0.015
0.014,26.00,2.0,0.000,0.020
0.014,26.00,2.0,0.000,0.025
0.014,26.00,2.0,0.000,0.030
0.014,26.00,2.0,0.000,0.035
0.014,26.00,3.0,0.000,0.005
0.014,26.00,3.0,0.000,0.010
0.014,26.00,3.0,0.000,0.015
0.014,26.00,3.0,0.000,0.020
0.014,26.00,3.0,0.000,0.025
0.014,26.00,3.0,0.000,0.030
0.014,26.00,3.0,0.000,0.035
0.014,26.00,4.0,0.000,0.005
0.014,26.00,4.0,0.000,0.010
0.014,26.00,4.0,0.000,0.015
0.014,26.00,4.0,0.000,0.020
0.014,26.00,4.0,0.000,0.025
0.014,26.00,4.0,0.000,0.030
0.014,26.00,4.0,0.000,0.035
0.014,26.00,5.0,0.000,0.005
0.014,26.00,5.0,0.000,0.010
0.014,26.00,5.0,0.000,0.015
0.014,26.00,5.0,0.000,0.020
0.014,26.00,5.0,0.000,0.025
0.014,26.00,5.0,0.000,0.030
0.014,26.00,5.0,0.000,0.035
0.014,26.00,6.0,0.000,0.005
0.014,26.00,6.0,0.000,0.010
0.014,26.00,6.0,0.000,0.015
0.014,26.00,6.0,0.000,0.020
0.014,26.00,6.0,0.000,0.025
0.014,26.00,6.0,0.000,0.030
0.014,26.00,6.0,0.000,0.035
0.014,26.92,2.0,0.000,0.005
0.014,26.92,2.0,0.000,0.010
0.014,26.92,2.0,0.000,0.015
0.014,26.92,2.0,0.000,0.020
0.014,26.92,2.0,0.000,0.025
0.014,26.92,2.0,0.000,0.030
0.014,26.92,2.0,0.000,0.035
0.014,26.92,3.0,0.000,0.005
0.014,26.92,3.0,0.000,0.010
0.014,26.92,3.0,0.000,0.015
0.014,26.92,3.0,0.000,0.020
0.014,26.92,3.0,0.000,0.025
0.014,26.92,3.0,0.000,0.030
0.014,26.92,3.0,0.000,0.035
0.014,26.92,4.0,0.000,0.005
0.014,26.92,4.0,0.000,0.010
0.014,26.92,4.0,0.000,0.015
0.014,26.92,4.0,0.000,0.020
0.014,26.92,4.0,0.000,0.025
0.014,26.92,4.0,0.000,0.030
0.014,26.92,4.0,0.000,0.035
0.014,26.92,5.0,0.000,0.005
0.014,26.92,5.0,0.000,0.010
0.014,26.92,5.0,0.000,0.015
0.014,26.92,5.0,0.000,0.020
0.014,26.92,5.0,0.000,0.025
0.014,26.92,5.0,0.000,0.030
0.014,26.92,5.0,0.000,0.035
0.014,26.92,6.0,0.000,0.005
0.014,26.92,6.0,0.000,0.010
0.014,26.92,6.0,0.000,0.015
0.014,26.92,6.0,0.000,0.020
0.014,26.92,6.0,0.000,0.025
0.014,26.92,6.0,0.000,0.030
0.014,26.92,6.0,0.000,0.035
0.014,27.86,2.0,0.000,0.005
0.014,27.86,2.0,0.000,0.010
0.014,27.86,2.0,0.000,0.015
0.014,27.86,2.0,0.000,0.020
0.014,27.86,2.0,0.000,0.025
0.014,27.86,2.0,0.000,0.030
0.014,27.86,2.0,0.000,0.035
0.014,27.86,3.0,0.000,0.005
0.014,27.86,3.0,0.000,0.010
0.014,27.86,3.0,0.000,0.015
0.014,27.86,3.0,0.000,0.020
0.014,27.86,3.0,0.000,0.025
0.014,27.86,3.0,0.000,0.030
0.014,27.86,3.0,0.000,0.035
0.014,27.86,4.0,0.000,0.005
0.014,27.86,4.0,0.000,0.010
0.014,27.86,4.0,0.000,0.015
0.014,27.86,4.0,0.000,0.020
0.014,27.86,4.0,0.000,0.025
0.014,27.86,4.0,0.000,0.030
0.014,27.86,4.0,0.000,0.035
0.014,27.86,5.0,0.000,0.005
0.014,27.86,5.0,0.000,0.010
0.014,27.86,5.0,0.000,0.015
0.014,27.86,5.0,0.000,0.020
0.014,27.86,5.0,0.000,0.025
0.014,27.86,5.0,0.000,0.030
0.014,27.86,5.0,0.000,0.035
0.014,27.86,6.0,0.000,0.005
0.014,27.86,6.0,0.000,0.010
0.014,27.86,6.0,0.000,0.015
0.014,27.86,6.0,0.000,0.020
0.014,27.86,6.0,0.000,0.025
0.014,27.86,6.0,0.000,0.030
0.014,27.86,6.0,0.000,0.035
0.014,28.84,2.0,0.000,0.005
0.014,28.84,2.0,0.000,0.010
0.014,28.84,2.0,0.000,0.015
0.014,28.84,2.0,0.000,0.020
0.014,28.84,2.0,0.000,0.025
0.014,28.84,2.0,0.000,0.030
0.014,28.84,2.0,0.000,0.035
0.014,28.84,3.0,0.000,0.005
0.014,28.84,3.0,0.000,0.010
0.014,28.84,3.0,0.000,0.015
0.014,28.84,3.0,0.000,0.020
0.014,28.84,3.0,0.000,0.025
0.014,28.84,3.0,0.000,0.030
0.014,28.84,3.0,0.000,0.035
0.014,28.84,4.0,0.000,0.005
0.014,28.84,4.0,0.000,0.010
0.014,28.84,4.0,0.000,0.015
0.014,28.84,4.0,0.000,0.020
0.014,28.84,4.0,0.000,0.025
0.014,28.84,4.0,0.000,0.030
0.014,28.84,4.0,0.000,0.035
0.014,28.84,5.0,0.000,0.005
0.014,28.84,5.0,0.000,0.010
0.014,28.84,5.0,0.000,0.015
0.014,28.84,5.0,0.000,0.020
0.014,28.84,5.0,0.000,0.025
0.014,28.84,5.0,0.000,0.030
0.014,28.84,5.0,0.000,0.035
0.014,28.84,6.0,0.000,0.005
0.014,28.84,6.0,0.000,0.010
0.014,28.84,6.0,0.000,0.015
0.014,28.84,6.0,0.000,0.020
0.014,28.84,6.0,0.000,0.025
0.014,28.84,6.0,0.000,0.030
0.014,28.84,6.0,0.000,0.035
0.014,29.85,2.0,0.000,0.005
0.014,29.85,2.0,0.000,0.010
0.014,29.85,2.0,0.000,0.015
0.014,29.85,2.0,0.000,0.020
0.014,29.85,2.0,0.000,0.025
0.014,29.85,2.0,0.000,0.030
0.014,29.85,2.0,0.000,0.035
0.014,29.85,3.0,0.000,0.005
0.014,29.85,3.0,0.000,0.010
0.014,29.85,3.0,0.000,0.015
0.014,29.85,3.0,0.000,0.020
0.014,29.85,3.0,0.000,0.025
0.014,29.85,3.0,0.000,0.030
0.014,29.85,3.0,0.000,0.035
0.014,29.85,4.0,0.000,0.005
0.014,29.85,4.0,0.000,0.010
0.014,29.85,4.0,0.000,0.015
0.014,29.85,4.0,0.000,0.020
0.014,29.85,4.0,0.000,0.025
0.014,29.85,4.0,0.000,0.030
0.014,29.85,4.0,0.000,0.035
0.014,29.85,5.0,0.000,0.005
0.014,29.85,5.0,0.000,0.010
0.014,29.85,5.0,0.000,0.015
0.014,29.85,5.0,0.000,0.020
0.014,29.85,5.0,0.000,0.025
0.014,29.85,5.0,0.000,0.030
0.014,29.85,5.0,0.000,0.035
0.014,29.85,6.0,0.000,0.005
0.014,29.85,6.0,0.000,0.010
0.014,29.85,6.0,0.000,0.015
0.014,29.85,6.0,0.000,0.020
0.014,29.85,6.0,0.000,0.025
0.014,29.85,6.0,0.000,0.030
0.014,29.85,6.0,0.000,0.035
